VolcanoPlot	Counts	Log2					
#Analysis Name	M-1002 Loma Linda analysis						
#Dataset Name	FCortex GCvsFLT SAL						
Statistical test summary							
Group by	Segment						
#Filtered Dataset	false						
Target tag	Target group membership/s	Target name	Log2	Pvalue	Adjusted pvalue	-log10 pvalue	-log10 adjusted pvalue
	"Probe_QC_5percfilter, All Targets"	Khdc4	0.079542821	0.587939044	0.53	0.230667698	0.27572413
	"Probe_QC_5percfilter, All Targets"	Slc30a1	0.020078287	0.943915826	0.88	0.025066732	0.055517328
	"Probe_QC_5percfilter, All Targets"	Shkbp1	-0.296722176	0.405918832	0.31	0.3915608	0.508638306
	"Probe_QC_5percfilter, All Targets"	Tia1	-0.365477793	0.047019409	0	1.327722832	
	"Probe_QC_5percfilter, All Targets"	Csta3	0.168536685	0.528309147	0.44	0.27711187	0.356547324
	"Probe_QC_5percfilter, All Targets"	Olfr225	-0.078675085	0.882818628	0.87	0.054128512	0.060480747
	"Probe_QC_5percfilter, All Targets"	Gm9997	-0.080020545	0.705677098	0.43	0.151393977	0.366531544
	"Probe_QC_5percfilter, All Targets"	Casp9	-0.009179819	0.87750756	0.9	0.056749133	0.045757491
	"Probe_QC_5percfilter, All Targets"	Rab1a	-0.096042451	0.65444226	0.71	0.184128664	0.148741651
	"Probe_QC_5percfilter, All Targets"	Sprr2b	-0.057427056	0.807179231	0.73	0.093030021	0.13667714
	"Probe_QC_5percfilter, All Targets"	Ctdp1	0.146009159	0.563803407	0.76	0.248872304	0.119186408
	"Probe_QC_5percfilter, All Targets"	Sertad4	0.201320579	0.246297116	0.3	0.608540674	0.522878745
	"Probe_QC_5percfilter, All Targets"	Psmb10	0.006665426	0.923357641	0.88	0.034630053	0.055517328
	"Probe_QC_5percfilter, All Targets"	Slc6a3	-0.280768175	0.404766404	0.32	0.392795542	0.494850022
	"Probe_QC_5percfilter, All Targets"	Meox2	0.301104794	0.464279364	0.36	0.333220619	0.443697499
	"Probe_QC_5percfilter, All Targets"	Cep19	0.132968444	0.482527129	0.38	0.316478265	0.420216403
	"Probe_QC_5percfilter, All Targets"	Tmem267	-0.147307509	0.545849506	0.62	0.262927078	0.207608311
	"Probe_QC_5percfilter, All Targets"	Dand5	0.158383364	0.591521346	0.84	0.228029579	0.075720714
	"Probe_QC_5percfilter, All Targets"	Phgr1	0.238560735	0.695410484	0.59	0.157758766	0.229147988
	"Probe_QC_5percfilter, All Targets"	Grid2ip	-0.183377499	0.547833375	0.84	0.261351513	0.075720714
	"Probe_QC_5percfilter, All Targets"	Myocos	0.005725493	0.748429932	0.71	0.125848852	0.148741651
	"Probe_QC_5percfilter, All Targets"	Fam76a	0.166194262	0.426761674	0.4	0.36981459	0.397940009
	"Probe_QC_5percfilter, All Targets"	Pcnx	-0.099541805	0.568884037	0.61	0.244976252	0.214670165
	"Probe_QC_5percfilter, All Targets"	Dnajc5	-0.163305469	0.163962396	0.14	0.785255745	0.853871964
	"Probe_QC_5percfilter, All Targets"	Tbc1d13	-0.023037591	0.880024915	0.82	0.055505032	0.086186148
	"Probe_QC_5percfilter, All Targets"	Ifit1	-0.167527654	0.525208637	0.36	0.279668141	0.443697499
	"Probe_QC_5percfilter, All Targets"	Enpp1	0.293615515	0.366731168	0.2	0.435652179	0.698970004
	"Probe_QC_5percfilter, All Targets"	Spire2	0.3778634	0.034023913	0	1.468215744	
	"Probe_QC_5percfilter, All Targets"	Pde4d	0.295068202	0.2567729	0.19	0.590450814	0.721246399
	"Probe_QC_5percfilter, All Targets"	Ccdc81	0.322798808	0.594153592	0.64	0.226101273	0.193820026
	"Probe_QC_5percfilter, All Targets"	Nup54	0.127404972	0.133951719	0.11	0.873051709	0.958607315
	"Probe_QC_5percfilter, All Targets"	Rfwd3	0.035686893	0.892313852	0.74	0.049482365	0.13076828
	"Probe_QC_5percfilter, All Targets"	Snrnp200	-0.032224199	0.809382734	0.72	0.091846065	0.142667504
	"Probe_QC_5percfilter, All Targets"	Pip4k2a	-0.096189989	0.470476084	0.43	0.327462449	0.366531544
	"Probe_QC_5percfilter, All Targets"	Mkrn2os	-0.268602074	0.161709775	0.11	0.791263726	0.958607315
	"Probe_QC_5percfilter, All Targets"	Rdh9	0.115838938	0.755525588	0.79	0.121750822	0.102372909
	"Probe_QC_5percfilter, All Targets"	Foxn3	-0.025007387	0.90570025	0.77	0.043015513	0.113509275
	"Probe_QC_5percfilter, All Targets"	Sgta	0.076184734	0.387402742	0.34	0.41183731	0.468521083
	"Probe_QC_5percfilter, All Targets"	Mrps27	0.10943079	0.616290974	0.5	0.210214193	0.301029996
	"Probe_QC_5percfilter, All Targets"	Slc25a47	-0.334800804	0.035789873	0	1.446239839	
	"Probe_QC_5percfilter, All Targets"	Cep72	-0.141164809	0.654710702	0.57	0.18395056	0.244125144
	"Probe_QC_5percfilter, All Targets"	Psg16	-0.194478447	0.291302025	0.26	0.535656496	0.585026652
	"Probe_QC_5percfilter, All Targets"	Gpr65	-0.222327585	0.797920838	0.69	0.098040193	0.161150909
	"Probe_QC_5percfilter, All Targets"	Clock	-0.076408092	0.678393051	0.61	0.168518609	0.214670165
	"Probe_QC_5percfilter, All Targets"	Serf2	0.024536571	0.808887006	0.79	0.092112141	0.102372909
	"Probe_QC_5percfilter, All Targets"	Rdh8	0.026278615	0.852482151	0.73	0.069314705	0.13667714
	"Probe_QC_5percfilter, All Targets"	Ubash3b	0.132535649	0.579649847	0.67	0.236834275	0.173925197
	"Probe_QC_5percfilter, All Targets"	Vrk3	0.319338135	0.473398665	0.51	0.324772971	0.292429824
	"Probe_QC_5percfilter, All Targets"	Ndst4	-0.029401818	0.99751801	0.92	0.001079255	0.036212173
	"Probe_QC_5percfilter, All Targets"	Pold1	-0.118873732	0.19980514	0	0.699393344	
	"Probe_QC_5percfilter, All Targets"	Utp23	0.433618396	0.122317454	0.13	0.912511568	0.886056648
	"Probe_QC_5percfilter, All Targets"	Nrbp2	0.145290464	0.357801107	0.18	0.44635832	0.744727495
	"Probe_QC_5percfilter, All Targets"	Col8a1	-0.174008681	0.30196441	0.19	0.52004424	0.721246399
	"Probe_QC_5percfilter, All Targets"	Scaf4	0.264096421	0.218570638	0	0.660408179	
	"Probe_QC_5percfilter, All Targets"	2310057M21Rik	-0.054747115	0.760156422	0.76	0.119097031	0.119186408
	"Probe_QC_5percfilter, All Targets"	Olfr1480	0.567572757	0.078855294	0	1.103169147	
	"Probe_QC_5percfilter, All Targets"	Gsdma	0.329370367	0.561273981	0.45	0.25082509	0.346787486
	"Probe_QC_5percfilter, All Targets"	Dmrtc1a	0.347737676	0.34349131	0.27	0.464084246	0.568636236
	"Probe_QC_5percfilter, All Targets"	Epm2aip1	-0.037622947	0.828878005	0.64	0.081509385	0.193820026
	"Probe_QC_5percfilter, All Targets"	Abcc6	0.392496448	0.149585096	0.21	0.825111677	0.677780705
	"Probe_QC_5percfilter, All Targets"	Smarca2	-0.096723817	0.58419834	0.68	0.233439682	0.167491087
	"Probe_QC_5percfilter, All Targets"	Olfr18	0.249368868	0.256155236	0.17	0.591496763	0.769551079
	"Probe_QC_5percfilter, All Targets"	Cog5	0.839576454	0.139697346	0	0.854811846	
	"Probe_QC_5percfilter, All Targets"	Ggnbp1	0.125714353	0.687167562	0.65	0.16293735	0.187086643
	"Probe_QC_5percfilter, All Targets"	Pdhb	-0.000169653	0.994463929	0.9	0.002410965	0.045757491
	"Probe_QC_5percfilter, All Targets"	Gm45915	0.014680741	0.989950243	0.9	0.004386633	0.045757491
	"Probe_QC_5percfilter, All Targets"	Olfr1336	-0.08809963	0.843472648	0.74	0.073928996	0.13076828
	"Probe_QC_5percfilter, All Targets"	Myl12a	0.230619251	0.736426188	0.87	0.132870776	0.060480747
	"Probe_QC_5percfilter, All Targets"	Sec23ip	0.205727662	0.347770234	0.32	0.458707592	0.494850022
	"Probe_QC_5percfilter, All Targets"	Ints10	-0.342584397	0.002333449	0	2.632001775	
	"Probe_QC_5percfilter, All Targets"	Gm41408	0.141720961	0.303871512	0.11	0.517310013	0.958607315
	"Probe_QC_5percfilter, All Targets"	Tceal5	0.171832361	0.251231014	0.18	0.599926749	0.744727495
	"Probe_QC_5percfilter, All Targets"	Aldoc	0.492112304	0.021333909	0	1.670929568	
	"Probe_QC_5percfilter, All Targets"	Abcc12	-0.031413247	0.984673933	0.97	0.006707559	0.013228266
	"Probe_QC_5percfilter, All Targets"	Zfp626	-0.010485389	0.909550014	0.79	0.041173415	0.102372909
	"Probe_QC_5percfilter, All Targets"	Copb2	0.091600869	0.769811842	0.39	0.113615413	0.408935393
	"Probe_QC_5percfilter, All Targets"	Rab12	0.027271546	0.574348663	0.65	0.240824386	0.187086643
	"Probe_QC_5percfilter, All Targets"	Cdon	0.223051338	0.209329149	0	0.679170292	
	"Probe_QC_5percfilter, All Targets"	Gm19426	-0.134499456	0.66935884	0.55	0.174340996	0.259637311
	"Probe_QC_5percfilter, All Targets"	Lipi	-0.447063719	0.122989521	0.12	0.910131889	0.920818754
	"Probe_QC_5percfilter, All Targets"	Prepl	0.432001643	0.000383936	0	3.415740671	
	"Probe_QC_5percfilter, All Targets"	Cep68	0.212135167	0.403464021	0.42	0.394195187	0.37675071
	"Probe_QC_5percfilter, All Targets"	Lrrc10b	0.139764336	0.404245593	0.29	0.393354706	0.537602002
	"Probe_QC_5percfilter, All Targets"	Sumo2	-0.277045742	0.040762123	0	1.389743205	
	"Probe_QC_5percfilter, All Targets"	Ramp3	0.144678135	0.695167203	0.6	0.157910725	0.22184875
	"Probe_QC_5percfilter, All Targets"	Hsf4	0.327032673	0.312812428	0.28	0.504716	0.552841969
	"Probe_QC_5percfilter, All Targets"	Nhej1	-0.167538613	0.342931829	0.35	0.464792204	0.455931956
	"Probe_QC_5percfilter, All Targets"	Mfsd4a	0.27984394	0.128521494	0.09	0.891024235	1.045757491
	"Probe_QC_5percfilter, All Targets"	Actr3b	0.661150716	0.055828197	0	1.253146397	
	"Probe_QC_5percfilter, All Targets"	Cyhr1	0.288252793	0.257047148	0.25	0.58998721	0.602059991
	"Probe_QC_5percfilter, All Targets"	Zfp978	0.134732077	0.23993193	0.07	0.619911953	1.15490196
	"Probe_QC_5percfilter, All Targets"	Foxred2	0.344851987	0.40068185	0.3	0.39720033	0.522878745
	"Probe_QC_5percfilter, All Targets"	Rbbp8nl	0.367209905	0.207436503	0.24	0.683114818	0.619788758
	"Probe_QC_5percfilter, All Targets"	Hoxa13	-0.186530942	0.421592549	0.34	0.375107073	0.468521083
	"Probe_QC_5percfilter, All Targets"	Mpl	-0.332415179	0.061539997	0	1.210842528	
	"Probe_QC_5percfilter, All Targets"	Pcdhb3	-0.35728258	0.336185767	0.35	0.473420677	0.455931956
	"Probe_QC_5percfilter, All Targets"	Rpl17	-0.120738413	0.329381999	0.35	0.48230014	0.455931956
	"Probe_QC_5percfilter, All Targets"	Olfr733	0.166526633	0.863134603	0.79	0.063921472	0.102372909
	"Probe_QC_5percfilter, All Targets"	Hoxd10	0.591194503	0.181187229	0.09	0.741872418	1.045757491
	"Probe_QC_5percfilter, All Targets"	Samd5	0.155605247	0.09192474	0	1.03656759	
	"Probe_QC_5percfilter, All Targets"	Mapre3	-0.014769685	0.85871122	0.92	0.066152863	0.036212173
	"Probe_QC_5percfilter, All Targets"	Ndufb8	0.164649046	0.637326273	0.5	0.195638178	0.301029996
	"Probe_QC_5percfilter, All Targets"	A630023A22Rik	0.120915333	0.519338945	0.65	0.284549109	0.187086643
	"Probe_QC_5percfilter, All Targets"	Sema4d	0.093790922	0.755757539	0.73	0.121617512	0.13667714
	"Probe_QC_5percfilter, All Targets"	Rpl14	-0.002866634	0.987568012	0.92	0.005432986	0.036212173
	"Probe_QC_5percfilter, All Targets"	Smim15	0.149419417	0.300207691	0.31	0.522578186	0.508638306
	"Probe_QC_5percfilter, All Targets"	Gkap1	-0.040698621	0.769773805	0.67	0.113636872	0.173925197
	"Probe_QC_5percfilter, All Targets"	Pcmtd2	-0.025475921	0.856893415	0.77	0.067073195	0.113509275
	"Probe_QC_5percfilter, All Targets"	Sult1d1	0.009739463	0.975151841	0.83	0.010927755	0.080921908
	"Probe_QC_5percfilter, All Targets"	B4gat1	0.219140472	0.158064671	0.1	0.801165187	1
	"Probe_QC_5percfilter, All Targets"	Ppm1d	-0.087512223	0.822858807	0.57	0.084674678	0.244125144
	"Probe_QC_5percfilter, All Targets"	Has3	-0.036625214	0.9344004	0.79	0.029466984	0.102372909
	"Probe_QC_5percfilter, All Targets"	R3hcc1l	0.322639589	0.386280819	0.4	0.413096857	0.397940009
	"Probe_QC_5percfilter, All Targets"	Krtap20-2	-0.156594432	0.558837701	0.52	0.252714303	0.283996656
	"Probe_QC_5percfilter, All Targets"	Arap2	-0.103908774	0.534904503	0.71	0.271723746	0.148741651
	"Probe_QC_5percfilter, All Targets"	Cux1	0.081947787	0.703330883	0.71	0.152840313	0.148741651
	"Probe_QC_5percfilter, All Targets"	Duxbl1	0.323916877	0.259536587	0.21	0.585801411	0.677780705
	"Probe_QC_5percfilter, All Targets"	Rsrc2	-0.029235736	0.929516994	0.83	0.031742666	0.080921908
	"Probe_QC_5percfilter, All Targets"	Otop1	0.057128941	0.877222117	0.59	0.056890427	0.229147988
	"Probe_QC_5percfilter, All Targets"	Mrgpra1	0.14037351	0.629770514	0.53	0.200817677	0.27572413
	"Probe_QC_5percfilter, All Targets"	Prex2	-0.087267204	0.927336283	0.87	0.032762747	0.060480747
	"Probe_QC_5percfilter, All Targets"	Ptpn5	-0.078168186	0.473480469	0.45	0.324697931	0.346787486
	"Probe_QC_5percfilter, All Targets"	Rgs4	0.260839903	0.200373237	0.14	0.698160287	0.853871964
	"Probe_QC_5percfilter, All Targets"	Ism1	-0.139594366	0.549036416	0.62	0.260398849	0.207608311
	"Probe_QC_5percfilter, All Targets"	Nup155	0.13465765	0.570451968	0.64	0.243780917	0.193820026
	"Probe_QC_5percfilter, All Targets"	Bcl2l1	-0.02185286	0.989590014	0.96	0.004544696	0.017728767
	"Probe_QC_5percfilter, All Targets"	Vmn2r76	0.368148243	0.078838128	0	1.103263695	
	"Probe_QC_5percfilter, All Targets"	2700097O09Rik	0.208243851	0.362479798	0.38	0.440716193	0.420216403
	"Probe_QC_5percfilter, All Targets"	Ndufb11	-0.085053144	0.547831519	0.64	0.261352985	0.193820026
	"Probe_QC_5percfilter, All Targets"	Cldn12	0.219242868	0.607667165	0.39	0.21633423	0.408935393
	"Probe_QC_5percfilter, All Targets"	Tex30	0.137379038	0.629430114	0.68	0.201052483	0.167491087
	"Probe_QC_5percfilter, All Targets"	Ms4a13	-0.445537428	0.178124806	0.04	0.749275594	1.397940009
	"Probe_QC_5percfilter, All Targets"	D430019H16Rik	-0.443277485	0.128874721	0.06	0.889832262	1.22184875
	"Probe_QC_5percfilter, All Targets"	Slc11a1	0.237533432	0.129843187	0.11	0.886580833	0.958607315
	"Probe_QC_5percfilter, All Targets"	Fam240a	-0.265855622	0.276124736	0.27	0.558894687	0.568636236
	"Probe_QC_5percfilter, All Targets"	Olfr6	-0.13287911	0.416482168	0.47	0.380403589	0.327902142
	"Probe_QC_5percfilter, All Targets"	Plscr2	-0.019800882	0.861512892	0.85	0.064738219	0.070581074
	"Probe_QC_5percfilter, All Targets"	Gm28710	0.181365816	0.705376108	0.5	0.151579255	0.301029996
	"Probe_QC_5percfilter, All Targets"	Ear1	0.184714753	0.725498766	0.94	0.139363322	0.026872146
	"Probe_QC_5percfilter, All Targets"	Gm40755	0.592651355	0.134181671	0.06	0.872306804	1.22184875
	"Probe_QC_5percfilter, All Targets"	Olfr853	0.221180614	0.190470884	0.14	0.720171403	0.853871964
	"Probe_QC_5percfilter, All Targets"	Nupr1	0.186919932	0.519222312	0.5	0.284646654	0.301029996
	"Probe_QC_5percfilter, All Targets"	Ccdc63	-0.073218033	0.910672591	0.85	0.040637734	0.070581074
	"Probe_QC_5percfilter, All Targets"	Plxdc1	0.452508136	0.07501043	0	1.124878345	
	"Probe_QC_5percfilter, All Targets"	Mrpl9	0.014359576	0.942130053	0.94	0.025889143	0.026872146
	"Probe_QC_5percfilter, All Targets"	Ccdc12	-0.338786595	0.243353599	0.04	0.613762226	1.397940009
	"Probe_QC_5percfilter, All Targets"	Plekha8	-0.191889197	0.705749219	0.48	0.151349594	0.318758763
	"Probe_QC_5percfilter, All Targets"	Ssx2ip	0.257265199	0.161813127	0	0.790986251	
	"Probe_QC_5percfilter, All Targets"	Syap1	0.371510279	0.021088048	0	1.675963627	
	"Probe_QC_5percfilter, All Targets"	Zc3h7b	-0.089526001	0.764341265	0.69	0.116712693	0.161150909
	"Probe_QC_5percfilter, All Targets"	Dlec1	0.389589914	0.573601626	0.52	0.241389627	0.283996656
	"Probe_QC_5percfilter, All Targets"	Otud7a	-0.471007255	0.020160547	0	1.695497679	
	"Probe_QC_5percfilter, All Targets"	Fubp1	-0.450745734	0.004384843	0	2.358045929	
	"Probe_QC_5percfilter, All Targets"	Pfdn6	0.10311985	0.733046792	0.71	0.134868302	0.148741651
	"Probe_QC_5percfilter, All Targets"	1700024J04Rik	0.113166449	0.341297466	0.25	0.466866936	0.602059991
	"Probe_QC_5percfilter, All Targets"	Pdzd7	0.004568919	0.918993776	0.87	0.03668743	0.060480747
	"Probe_QC_5percfilter, All Targets"	Snx25	-0.009541713	0.862644115	0.87	0.064168336	0.060480747
	"Probe_QC_5percfilter, All Targets"	Olfr1033	-0.272427065	0.299802845	0.15	0.523164251	0.823908741
	"Probe_QC_5percfilter, All Targets"	Zfhx2	0.215139978	0.514946356	0.48	0.28823801	0.318758763
	"Probe_QC_5percfilter, All Targets"	Capg	0.159530295	0.525139452	0.34	0.279725354	0.468521083
	"Probe_QC_5percfilter, All Targets"	Ddr2	0.252609813	0.108627263	0.11	0.964061164	0.958607315
	"Probe_QC_5percfilter, All Targets"	Cga	0.50492256	0.201817084	0.2	0.695042074	0.698970004
	"Probe_QC_5percfilter, All Targets"	Tmem214	0.141329624	0.531250873	0.43	0.274700343	0.366531544
	"Probe_QC_5percfilter, All Targets"	Nrde2	-0.174971704	0.277504894	0.18	0.556729354	0.744727495
	"Probe_QC_5percfilter, All Targets"	Mcm6	-0.243118903	0.396089055	0.41	0.402207158	0.387216143
	"Probe_QC_5percfilter, All Targets"	Hps4	0.1736502	0.619968125	0.58	0.207630639	0.236572006
	"Probe_QC_5percfilter, All Targets"	Rasgrp2	0.438700491	0.17458253	0.1	0.757999217	1
	"Probe_QC_5percfilter, All Targets"	Btaf1	-0.315394046	0.279433287	0.22	0.55372186	0.657577319
	"Probe_QC_5percfilter, All Targets"	Lhfp	0.08589418	0.828694353	0.87	0.081605621	0.060480747
	"Probe_QC_5percfilter, All Targets"	Ctse	-0.039688806	0.899633938	0.71	0.045934169	0.148741651
	"Probe_QC_5percfilter, All Targets"	Timd4	-0.011265336	0.973324301	0.97	0.011742433	0.013228266
	"Probe_QC_5percfilter, All Targets"	Ttc9c	-0.281873803	0.189467397	0	0.722465511	
	"Probe_QC_5percfilter, All Targets"	D17H6S53E	0.146288336	0.804990472	0.57	0.09420926	0.244125144
	"Probe_QC_5percfilter, All Targets"	Zbed6	0.165675064	0.587843919	0.65	0.23073797	0.187086643
	"Probe_QC_5percfilter, All Targets"	Rex2	-0.103296297	0.630046135	0.53	0.200627648	0.27572413
	"Probe_QC_5percfilter, All Targets"	Tmem8b	0.071466108	0.781186432	0.72	0.107245308	0.142667504
	"Probe_QC_5percfilter, All Targets"	Sla2	-0.437027577	0.144457646	0	0.840259466	
	"Probe_QC_5percfilter, All Targets"	Npff	-0.103808823	0.460452602	0.48	0.336815069	0.318758763
	"Probe_QC_5percfilter, All Targets"	Prokr2	-0.06083409	0.928925749	0.87	0.032018999	0.060480747
	"Probe_QC_5percfilter, All Targets"	Gm6306	-0.19919322	0.575883442	0.59	0.239665408	0.229147988
	"Probe_QC_5percfilter, All Targets"	Bloc1s1	-0.080600664	0.679101787	0.65	0.168065127	0.187086643
	"Probe_QC_5percfilter, All Targets"	Lypd2	0.24914914	0.444715563	0.33	0.351917672	0.48148606
	"Probe_QC_5percfilter, All Targets"	Ccdc167	-0.036959018	0.923729007	0.85	0.034455418	0.070581074
	"Probe_QC_5percfilter, All Targets"	Polr3f	0.171173223	0.608126496	0.59	0.216006074	0.229147988
	"Probe_QC_5percfilter, All Targets"	Nsun3	0.158343606	0.30022057	0.18	0.522559555	0.744727495
	"Probe_QC_5percfilter, All Targets"	BC004004	0.02187369	0.988769054	0.89	0.004905134	0.050609993
	"Probe_QC_5percfilter, All Targets"	Olfr1408	0.219941185	0.525760903	0.4	0.279211712	0.397940009
	"Probe_QC_5percfilter, All Targets"	Mthfs	0.098669827	0.524163997	0.51	0.280532812	0.292429824
	"Probe_QC_5percfilter, All Targets"	Zc3h14	-0.177562437	0.3302734	0.19	0.481126403	0.721246399
	"Probe_QC_5percfilter, All Targets"	Slc5a6	0.304607785	0.183321942	0.19	0.736785552	0.721246399
	"Probe_QC_5percfilter, All Targets"	Slc4a2	-0.034030947	0.823711466	0.86	0.084224889	0.065501549
	"Probe_QC_5percfilter, All Targets"	Ankrd13c	0.119881059	0.666578512	0.63	0.176148691	0.200659451
	"Probe_QC_5percfilter, All Targets"	Lman2	0.166865766	0.199841329	0.17	0.699314691	0.769551079
	"Probe_QC_5percfilter, All Targets"	Gucy1a1	0.071140628	0.755474763	0.68	0.121780039	0.167491087
	"Probe_QC_5percfilter, All Targets"	Tbc1d21	-0.207151367	0.595770968	0.56	0.224920664	0.251811973
	"Probe_QC_5percfilter, All Targets"	Zmym2	-0.049770566	0.698420856	0.65	0.1558828	0.187086643
	"Probe_QC_5percfilter, All Targets"	Mff	0.197583777	0.135229927	0	0.868927187	
	"Probe_QC_5percfilter, All Targets"	Gpat2	0.28665267	0.458751872	0.49	0.338422151	0.30980392
	"Probe_QC_5percfilter, All Targets"	Gm11487	-0.091391293	0.752136734	0.69	0.1237032	0.161150909
	"Probe_QC_5percfilter, All Targets"	Chaf1b	-0.028894637	0.906990597	0.91	0.042397215	0.040958608
	"Probe_QC_5percfilter, All Targets"	Cdc25b	-0.136153376	0.566761905	0.64	0.246599348	0.193820026
	"Probe_QC_5percfilter, All Targets"	Atp8b2	0.23883852	0.108779917	0	0.963451277	
	"Probe_QC_5percfilter, All Targets"	Plcb1	-0.390713854	0.199128379	0	0.700866843	
	"Probe_QC_5percfilter, All Targets"	Sugt1	0.03498217	0.819841957	0.63	0.08626986	0.200659451
	"Probe_QC_5percfilter, All Targets"	Mrpl44	-0.190783296	0.470898017	0.48	0.327073139	0.318758763
	"Probe_QC_5percfilter, All Targets"	Pde6d	-0.264002447	0.234908483	0.11	0.6291013	0.958607315
	"Probe_QC_5percfilter, All Targets"	Cdk12	0.325613201	0.431417408	0.24	0.365102334	0.619788758
	"Probe_QC_5percfilter, All Targets"	Ano10	-0.180686399	0.254825271	0.2	0.593757506	0.698970004
	"Probe_QC_5percfilter, All Targets"	Bag4	0.274133424	0.285276649	0.18	0.544733776	0.744727495
	"Probe_QC_5percfilter, All Targets"	Dusp5	0.119836418	0.334861275	0.47	0.475135073	0.327902142
	"Probe_QC_5percfilter, All Targets"	Pgap2	0.023125172	0.836998021	0.68	0.077275569	0.167491087
	"Probe_QC_5percfilter, All Targets"	Iglc1	-0.081184122	0.651263446	0.7	0.186243297	0.15490196
	"Probe_QC_5percfilter, All Targets"	Bcar3	0.092081501	0.676299361	0.5	0.169861023	0.301029996
	"Probe_QC_5percfilter, All Targets"	Itgb1	-0.003394864	0.972129222	0.88	0.012276002	0.055517328
	"Probe_QC_5percfilter, All Targets"	Myrf	-0.175510553	0.591689183	0.58	0.22790637	0.236572006
	"Probe_QC_5percfilter, All Targets"	Ogfod3	0.06631426	0.492564376	0.42	0.307537001	0.37675071
	"Probe_QC_5percfilter, All Targets"	Mrto4	-0.059069283	0.695336187	0.79	0.157805168	0.102372909
	"Probe_QC_5percfilter, All Targets"	Nkx3-1	-0.15005002	0.175749232	0.17	0.755106563	0.769551079
	"Probe_QC_5percfilter, All Targets"	2210408I21Rik	-0.425090885	0.147731849	0	0.830525866	
	"Probe_QC_5percfilter, All Targets"	Plpbp	-0.162484218	0.384492228	0.26	0.415112434	0.585026652
	"Probe_QC_5percfilter, All Targets"	Inip	-0.19504264	0.472324344	0.34	0.32575967	0.468521083
	"Probe_QC_5percfilter, All Targets"	Zc3h15	-0.248863781	0.291350585	0.09	0.535584106	1.045757491
	"Probe_QC_5percfilter, All Targets"	Sult2a5	0.110149468	0.633767288	0.53	0.198070181	0.27572413
	"Probe_QC_5percfilter, All Targets"	D830031N03Rik	-0.287208785	0.335506366	0.11	0.474299235	0.958607315
	"Probe_QC_5percfilter, All Targets"	Zfp280d	-0.001822226	0.998931497	0.89	0.000464293	0.050609993
	"Probe_QC_5percfilter, All Targets"	Olfr1496	-0.045942261	0.78137984	0.56	0.107137798	0.251811973
	"Probe_QC_5percfilter, All Targets"	Rasgef1c	-0.023864879	0.837796401	0.63	0.076861509	0.200659451
	"Probe_QC_5percfilter, All Targets"	Apip	0.146627805	0.408642171	0.28	0.388656817	0.552841969
	"Probe_QC_5percfilter, All Targets"	Gsta5	-0.315739486	0.121197401	0.14	0.916506692	0.853871964
	"Probe_QC_5percfilter, All Targets"	Tmem94	0.204660719	0.376873767	0.4	0.423804091	0.397940009
	"Probe_QC_5percfilter, All Targets"	Ddx47	0.165247141	0.724704654	0.76	0.13983895	0.119186408
	"Probe_QC_5percfilter, All Targets"	Tmed8	0.198180033	0.461800391	0.48	0.335545704	0.318758763
	"Probe_QC_5percfilter, All Targets"	Phc1	-0.037200683	0.730537745	0.74	0.13635734	0.13076828
	"Probe_QC_5percfilter, All Targets"	Gm3696	0.005942478	0.939156749	0.94	0.027261916	0.026872146
	"Probe_QC_5percfilter, All Targets"	Zfp770	-0.223402009	0.564458578	0.43	0.248367922	0.366531544
	"Probe_QC_5percfilter, All Targets"	Gm46058	0.353806264	0.319951777	0.3	0.494915473	0.522878745
	"Probe_QC_5percfilter, All Targets"	Dbx2	0.034314856	0.847016797	0.75	0.072107977	0.124938737
	"Probe_QC_5percfilter, All Targets"	Otud3	0.158301934	0.284784182	0.21	0.545484137	0.677780705
	"Probe_QC_5percfilter, All Targets"	Alg9	0.136842204	0.485529029	0.35	0.313784799	0.455931956
	"Probe_QC_5percfilter, All Targets"	Sepsecs	0.098552443	0.574672235	0.59	0.240579785	0.229147988
	"Probe_QC_5percfilter, All Targets"	Fsd1l	0.134448609	0.675036002	0.73	0.170673064	0.13667714
	"Probe_QC_5percfilter, All Targets"	Esp8	0.436380047	0.316235245	0.18	0.499989729	0.744727495
	"Probe_QC_5percfilter, All Targets"	Ccdc125	0.141049298	0.485418722	0.41	0.313883478	0.387216143
	"Probe_QC_5percfilter, All Targets"	Fam221a	0.122677944	0.572785222	0.62	0.242008196	0.207608311
	"Probe_QC_5percfilter, All Targets"	Znrf3	-0.062481917	0.853119967	0.75	0.068989894	0.124938737
	"Probe_QC_5percfilter, All Targets"	Rdh16	0.126903236	0.48570748	0.6	0.313625208	0.22184875
	"Probe_QC_5percfilter, All Targets"	Fcgr3	-0.328719721	0.14262009	0.11	0.845819293	0.958607315
	"Probe_QC_5percfilter, All Targets"	Chrna1	0.123654387	0.404062744	0.23	0.393551191	0.638272164
	"Probe_QC_5percfilter, All Targets"	Gria2	0.07354015	0.602354788	0.72	0.220147633	0.142667504
	"Probe_QC_5percfilter, All Targets"	Rgl2	0.11988091	0.336074444	0.35	0.473564511	0.455931956
	"Probe_QC_5percfilter, All Targets"	Ggnbp2	-0.056716024	0.744229923	0.62	0.128292873	0.207608311
	"Probe_QC_5percfilter, All Targets"	Olfr1040	-0.035299119	0.756787681	0.75	0.121025946	0.124938737
